PassengerId,Survived,Pclass,Sex,SibSp,Parch,Embarked_Q,Embarked_S,family_group_large,family_group_small,age_group_Child,age_group_Infant,age_group_Middle Age,age_group_Old,age_group_Teenager,age_group_Young Adult,age_group_toddler,Fare_Group_Very Low
767,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
768,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1
769,0,3,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1
770,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
771,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
772,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
773,0,2,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
774,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
775,1,2,0,1,3,0,1,1,0,0,0,1,0,0,0,0,1
776,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
777,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
778,1,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1
779,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
780,1,1,0,0,1,0,1,0,1,0,0,1,0,0,0,0,1
781,1,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1
782,1,1,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1
783,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
784,0,3,1,1,2,0,1,0,1,0,0,0,0,0,0,0,1
785,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
786,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
787,1,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
788,0,3,1,4,1,1,0,1,0,1,0,0,0,0,0,0,1
789,1,3,1,1,2,0,1,0,1,0,1,0,0,0,0,0,1
790,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1
791,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
792,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
793,0,3,0,8,2,0,1,1,0,0,0,0,0,0,0,0,1
794,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
795,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
796,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
797,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
798,1,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1
799,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
800,0,3,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
801,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
802,1,2,0,1,1,0,1,0,1,0,0,0,0,0,0,0,1
803,1,1,1,1,2,0,1,0,1,1,0,0,0,0,0,0,1
804,1,3,1,0,1,0,0,0,1,0,1,0,0,0,0,0,1
805,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
806,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
807,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
808,0,3,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
809,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
810,1,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1
811,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
812,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
813,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
814,0,3,0,4,2,0,1,1,0,1,0,0,0,0,0,0,1
815,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
816,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
817,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
818,0,2,1,1,1,0,0,0,1,0,0,0,0,0,0,0,1
819,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
820,0,3,1,3,2,0,1,1,0,1,0,0,0,0,0,0,1
821,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
822,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
823,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
824,1,3,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1
825,0,3,1,4,1,0,1,1,0,0,0,0,0,0,0,1,1
826,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
827,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
828,1,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,1
829,1,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
830,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1
831,1,3,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1
832,1,2,1,1,1,0,1,0,1,0,1,0,0,0,0,0,1
833,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
834,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
835,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
836,1,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,1
837,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
838,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
839,1,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
840,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
841,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
842,0,2,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
843,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
844,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
845,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
846,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
847,0,3,1,8,2,0,1,1,0,0,0,0,0,0,0,0,1
848,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
849,0,2,1,0,1,0,1,0,1,0,0,0,0,0,0,0,1
850,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
851,0,3,1,4,2,0,1,1,0,0,0,0,0,0,0,1,1
852,0,3,1,0,0,0,1,0,0,0,0,0,1,0,0,0,1
853,0,3,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1
854,1,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
855,0,2,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1
856,1,3,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1
857,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
858,1,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
859,1,3,0,0,3,0,0,0,1,0,0,0,0,0,1,0,1
860,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
861,0,3,1,2,0,0,1,0,1,0,0,1,0,0,0,0,1
862,0,2,1,1,0,0,1,0,1,0,0,0,0,0,1,0,1
863,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
864,0,3,0,8,2,0,1,1,0,0,0,0,0,0,0,0,1
865,0,2,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
866,1,2,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1
867,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
868,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
869,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
870,1,3,1,1,1,0,1,0,1,0,0,0,0,0,0,1,1
871,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
872,1,1,0,1,1,0,1,0,1,0,0,1,0,0,0,0,1
873,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
874,0,3,1,0,0,0,1,0,0,0,0,1,0,0,0,0,1
875,1,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1
876,1,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1
877,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
878,0,3,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1
879,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
880,1,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,1
881,1,2,0,0,1,0,1,0,1,0,0,0,0,0,1,0,1
882,0,3,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
883,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,1
884,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
885,0,3,1,0,0,0,1,0,0,0,0,0,0,0,1,0,1
886,0,3,0,0,5,1,0,1,0,0,0,0,0,0,0,0,1
887,0,2,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1
888,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1
889,0,3,0,1,2,0,1,0,1,0,0,0,0,0,0,0,1
890,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
891,0,3,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1
